stream_id,time_end,time_recorded,reading_type,temp_max,temp_avg,temp_min
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 17:00:00,2022-05-13 17:09:09,temperature,18.9,18.846666,18.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 17:00:00,2022-05-13 17:06:33,temperature,16.7,16.626667,16.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 17:15:00,2022-05-13 17:24:18,temperature,19.3,19.026667,18.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 17:15:00,2022-05-13 17:19:28,temperature,16.5,16.46,16.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 17:30:00,2022-05-13 17:42:21,temperature,19.5,19.44,19.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 17:30:00,2022-05-13 17:40:54,temperature,16.5,16.466667,16.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 17:45:00,2022-05-13 17:51:54,temperature,19.6,19.553335,19.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 17:45:00,2022-05-13 17:55:59,temperature,16.5,16.380001,16.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 18:00:00,2022-05-13 18:04:14,temperature,19.5,19.3,19.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 18:00:00,2022-05-13 18:05:38,temperature,16.2,16.153334,16.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 18:15:00,2022-05-13 18:25:46,temperature,19.1,18.926664,18.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 18:15:00,2022-05-13 18:22:04,temperature,16.5,16.326666,16.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 18:30:00,2022-05-13 18:35:38,temperature,18.8,18.706667,18.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 18:30:00,2022-05-13 18:37:27,temperature,16.6,16.586668,16.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 18:45:00,2022-05-13 18:49:58,temperature,18.6,18.58667,18.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 18:45:00,2022-05-13 18:54:50,temperature,16.7,16.659998,16.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 19:00:00,2022-05-13 19:10:33,temperature,18.5,18.426662,18.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 19:00:00,2022-05-13 19:12:24,temperature,16.7,16.68,16.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 19:15:00,2022-05-13 19:20:17,temperature,18.3,18.22,18.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 19:15:00,2022-05-13 19:25:41,temperature,16.7,16.673332,16.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 19:30:00,2022-05-13 19:38:36,temperature,18.4,18.266668,18.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 19:30:00,2022-05-13 19:42:10,temperature,16.8,16.773336,16.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 19:45:00,2022-05-13 19:48:37,temperature,18.4,18.373331,18.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 19:45:00,2022-05-13 19:51:18,temperature,16.9,16.893332,16.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 20:00:00,2022-05-13 20:06:17,temperature,18.3,18.173334,18.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 20:00:00,2022-05-13 20:13:17,temperature,16.9,16.899998,16.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 20:15:00,2022-05-13 20:19:59,temperature,18.3,18.139997,18
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 20:15:00,2022-05-13 20:31:58,temperature,16.9,16.899998,16.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 20:30:00,2022-05-13 20:40:23,temperature,18.5,18.413332,18.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 20:30:00,2022-05-13 20:31:58,temperature,16.9,16.846668,16.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 20:45:00,2022-05-13 21:00:26,temperature,18.5,18.5,18.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 20:45:00,2022-05-13 20:59:14,temperature,16.9,16.826668,16.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 21:00:00,2022-05-13 21:14:31,temperature,19,18.640003,18.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 21:00:00,2022-05-13 21:05:50,temperature,16.8,16.800001,16.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 21:15:00,2022-05-13 21:22:01,temperature,19.6,19.339998,19
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 21:15:00,2022-05-13 21:27:46,temperature,16.9,16.806667,16.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 21:30:00,2022-05-13 21:36:25,temperature,20.1,19.893335,19.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 21:30:00,2022-05-13 21:37:51,temperature,16.9,16.899998,16.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 21:45:00,2022-05-13 21:53:25,temperature,20.9,20.539999,20.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 21:45:00,2022-05-13 21:49:52,temperature,17,16.96,16.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 22:00:00,2022-05-13 22:11:03,temperature,21.6,21.24,20.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 22:00:00,2022-05-13 22:03:55,temperature,17,17,17
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 22:15:00,2022-05-13 22:21:43,temperature,22.1,21.826666,21.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 22:15:00,2022-05-13 22:20:09,temperature,17,16.953331,16.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 22:30:00,2022-05-13 22:39:29,temperature,22.8,22.453335,22.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 22:30:00,2022-05-13 22:42:13,temperature,17.1,16.980001,16.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 22:45:00,2022-05-13 22:50:51,temperature,23.9,23.453333,22.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 22:45:00,2022-05-13 22:51:43,temperature,17.2,17.16,17.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 23:00:00,2022-05-13 23:13:54,temperature,24.6,24.3,24
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 23:00:00,2022-05-13 23:07:10,temperature,17.2,17.199999,17.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 23:15:00,2022-05-13 23:20:33,temperature,25.5,25.113335,24.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 23:15:00,2022-05-13 23:22:38,temperature,17.2,17.199999,17.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 23:30:00,2022-05-13 23:40:00,temperature,25.5,24.8,24.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 23:30:00,2022-05-13 23:45:46,temperature,17.3,17.233334,17.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-13 23:45:00,2022-05-13 23:55:31,temperature,24.3,24.233332,24.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-13 23:45:00,2022-05-13 23:58:38,temperature,17.3,17.300001,17.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 0:00:00,2022-05-14 0:11:50,temperature,24.6,24.526669,24.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 0:00:00,2022-05-14 0:14:05,temperature,17.4,17.346666,17.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 0:15:00,2022-05-14 0:18:11,temperature,24.4,24.242853,24.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 0:15:00,2022-05-14 0:22:48,temperature,17.6,17.550003,17.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 0:30:00,2022-05-14 0:36:51,temperature,25.6,24.846666,24.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 0:30:00,2022-05-14 0:39:53,temperature,17.6,17.600002,17.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 0:45:00,2022-05-14 0:55:33,temperature,26.3,26.013334,25.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 0:45:00,2022-05-14 0:56:35,temperature,17.6,17.600002,17.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 1:00:00,2022-05-14 1:08:57,temperature,26.3,26.166666,26
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 1:00:00,2022-05-14 1:07:41,temperature,17.7,17.66,17.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 1:15:00,2022-05-14 1:21:07,temperature,26.2,26.086666,25.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 1:15:00,2022-05-14 1:27:08,temperature,18.1,17.913332,17.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 1:30:00,2022-05-14 1:39:26,temperature,25.9,25.533333,25
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 1:30:00,2022-05-14 1:38:57,temperature,18.6,18.313334,18.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 1:45:00,2022-05-14 1:51:16,temperature,24.9,24.439997,24.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 1:45:00,2022-05-14 1:54:33,temperature,19.3,19.006666,18.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 2:00:00,2022-05-14 2:10:43,temperature,25.3,24.960001,24.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 2:00:00,2022-05-14 2:09:13,temperature,19.9,19.679998,19.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 2:15:00,2022-05-14 2:24:11,temperature,26.1,25.800001,25.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 2:15:00,2022-05-14 2:22:22,temperature,20.6,20.133335,19.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 2:30:00,2022-05-14 2:38:03,temperature,26.7,26.460003,26.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 2:30:00,2022-05-14 2:33:16,temperature,20.8,20.68,20.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 2:45:00,2022-05-14 2:55:10,temperature,26.8,26.666668,26.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 2:45:00,2022-05-14 2:46:31,temperature,20.9,20.7,20.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 3:00:00,2022-05-14 3:14:26,temperature,26.5,25.906668,25.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 3:00:00,2022-05-14 3:05:10,temperature,20,19.766665,19.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 3:15:00,2022-05-14 3:26:09,temperature,25,23.68,22.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 3:15:00,2022-05-14 3:27:07,temperature,20,19.72,19.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 3:30:00,2022-05-14 3:35:41,temperature,22.6,22.56667,22.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 3:30:00,2022-05-14 3:36:46,temperature,20.1,19.959997,19.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 3:45:00,2022-05-14 3:52:20,temperature,22.8,22.653334,22.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 3:45:00,2022-05-14 3:57:30,temperature,20.5,20.273333,20.1
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 4:00:00,2022-05-14 4:06:27,temperature,23.5,23.033333,22.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 4:00:00,2022-05-14 4:05:24,temperature,21.3,20.693333,20.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 4:15:00,2022-05-14 4:22:28,temperature,23.7,23.680002,23.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 4:15:00,2022-05-14 4:22:43,temperature,21.3,21.166666,21
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 4:30:00,2022-05-14 4:39:22,temperature,23.7,23.613337,23.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 4:30:00,2022-05-14 4:40:05,temperature,21.5,21.186668,21
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 4:45:00,2022-05-14 4:50:51,temperature,24,23.773333,23.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 4:45:00,2022-05-14 4:52:42,temperature,21.1,21.04,21
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 5:00:00,2022-05-14 5:12:12,temperature,24.1,24.013332,23.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 5:00:00,2022-05-14 5:12:02,temperature,21.2,20.873331,20.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 5:15:00,2022-05-14 5:29:52,temperature,23.9,23.7,23.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 5:15:00,2022-05-14 5:21:06,temperature,20.8,20.62,20.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 5:30:00,2022-05-14 5:42:42,temperature,23.1,22.406666,22
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 5:30:00,2022-05-14 5:46:17,temperature,20.6,20.393333,20.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 5:45:00,2022-05-14 6:00:50,temperature,22,21.740002,21.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 5:45:00,2022-05-14 6:01:29,temperature,20.7,20.56667,20.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 6:00:00,2022-05-14 6:03:17,temperature,21.6,21.519999,21.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 6:00:00,2022-05-14 6:13:08,temperature,20.8,20.666664,20.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 6:15:00,2022-05-14 6:27:42,temperature,21.5,21.48,21.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 6:15:00,2022-05-14 6:26:02,temperature,20.8,20.206667,19.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 6:30:00,2022-05-14 6:35:34,temperature,21.4,21.399996,21.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 6:30:00,2022-05-14 6:41:03,temperature,20.2,20.046667,19.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 6:45:00,2022-05-14 6:52:36,temperature,21.4,21.399996,21.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 6:45:00,2022-05-14 6:47:59,temperature,20.1,20.060001,20
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 7:00:00,2022-05-14 7:10:26,temperature,21.4,21.266668,21.2
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 7:00:00,2022-05-14 7:13:05,temperature,20,19.859999,19.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 7:15:00,2022-05-14 7:27:45,temperature,21.2,21.100002,21
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 7:15:00,2022-05-14 7:23:48,temperature,19.6,19.359999,19
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 7:30:00,2022-05-14 7:33:09,temperature,21,20.98,20.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 7:30:00,2022-05-14 7:35:36,temperature,19,18.75333,18.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 7:45:00,2022-05-14 7:55:08,temperature,20.9,20.899998,20.9
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 7:45:00,2022-05-14 7:51:17,temperature,18.8,18.686668,18.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 8:00:00,2022-05-14 8:07:44,temperature,20.9,20.826666,20.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 8:00:00,2022-05-14 8:09:49,temperature,18.5,18.32,18
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 8:15:00,2022-05-14 8:23:10,temperature,20.8,20.760002,20.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 8:15:00,2022-05-14 8:20:15,temperature,18,17.859999,17.7
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 8:30:00,2022-05-14 8:36:50,temperature,20.7,20.606668,20.6
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 8:30:00,2022-05-14 8:43:26,temperature,17.7,17.499996,17.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 8:45:00,2022-05-14 8:56:08,temperature,20.6,20.533333,20.5
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 8:45:00,2022-05-14 8:53:23,temperature,17.3,17.273335,17.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 9:00:00,2022-05-14 9:05:20,temperature,20.5,20.466665,20.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 9:00:00,2022-05-14 9:10:19,temperature,17.2,17.053333,16.9
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 9:15:00,2022-05-14 9:24:07,temperature,20.4,20.399998,20.4
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 9:15:00,2022-05-14 9:20:48,temperature,16.9,16.599998,16.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 9:30:00,2022-05-14 9:32:35,temperature,20.4,20.386663,20.3
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 9:30:00,2022-05-14 9:41:36,temperature,16.2,15.646666,15.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 9:45:00,2022-05-14 9:56:04,temperature,20.3,20.22,20.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 9:45:00,2022-05-14 9:50:46,temperature,15.3,15.240001,15.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 10:00:00,2022-05-14 10:11:20,temperature,20.1,20.100002,20.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 10:00:00,2022-05-14 10:16:47,temperature,15.3,15.300002,15.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 10:15:00,2022-05-14 10:18:55,temperature,20.1,20.100002,20.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 10:15:00,2022-05-14 10:29:20,temperature,15.2,15.0599985,14.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 10:30:00,2022-05-14 10:53:56,temperature,20.1,20.100002,20.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 10:30:00,2022-05-14 10:43:45,temperature,14.7,14.686666,14.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 10:45:00,2022-05-14 10:53:56,temperature,20.1,20.100002,20.1
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 10:45:00,2022-05-14 10:56:26,temperature,14.6,14.466665,14.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 11:00:00,2022-05-14 11:03:15,temperature,20.1,20.026667,20
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 11:00:00,2022-05-14 11:08:23,temperature,14.4,14.279999,14.2
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 11:15:00,2022-05-14 11:21:36,temperature,19.9,19.853333,19.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 11:15:00,2022-05-14 11:19:23,temperature,14.5,14.393335,14.3
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 11:30:00,2022-05-14 11:38:08,temperature,19.8,19.766665,19.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 11:30:00,2022-05-14 11:39:19,temperature,14.3,14.033334,13.8
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 11:45:00,2022-05-14 11:57:36,temperature,19.8,19.8,19.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 11:45:00,2022-05-14 11:59:03,temperature,13.9,13.706668,13.6
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 12:00:00,2022-05-14 12:05:32,temperature,19.8,19.8,19.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 12:00:00,2022-05-14 12:06:26,temperature,13.6,13.513332,13.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 12:15:00,2022-05-14 12:24:28,temperature,19.8,19.8,19.8
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 12:15:00,2022-05-14 12:20:39,temperature,13.4,13.399998,13.4
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 12:30:00,2022-05-14 12:33:13,temperature,19.8,19.780003,19.7
ddf00601c23f5a9f107bfccf985dc0b0d8ec7c506a88e3e61ebe809e0ae29c80,2022-05-14 12:30:00,2022-05-14 12:36:36,temperature,13.6,13.5666685,13.5
cdef31ee86f8194fed03a157a45f37e2bdbf785ce3a03126b0d94190d345a414,2022-05-14 12:45:00,2022-05-14 12:48:56,temperature,19.7,19.7,19.7
